horse_name,program,pp,race,dt_s,dt_wp,dt_pp,dt_sp,dt_ip,dt_rp,dh_s,dh_wp,dh_pp,dh_sp,dh_ip,dh_rp,th_s,th_wp,th_pp,th_sp,th_ip,th_rp,sc_avgcr,sc_avgsr,sc_hisr,pc_sty_q1,pc_sty_q2,pc_sty_q3,pc_sty_fn,pc_sty_r,pc_fig_q1,pc_fig_q2,pc_fig_q3,pc_fig_q4,pc_fig_cp,pc_fig_r,tr_hs_brk,tr_hs_pkal,tr_hs_pkq1,tr_hs_pkq2,tr_hs_pkq3,cpr_speed,cpr_class,cpr_pace,cpr_eps,cpr_prepow,cpr_drvhrs,cpr_winst,cpr_off,cpr_fitnes,cpr_drv_wp,cpr_pp_rp,cpr_drv_rp,cpr_drp_rp,cpr_break,cpr_pace_l,cpr_trn_wp,cpr_trn_rp,rca91_al_s,rca91_al_1,rca91_al_2,rca91_al_3,rca91_of_s,rca91_of_1,rca91_of_2,rca91_of_3,rcaty_s,rcaty_1,rcaty_2,rcaty_3,rcaly_s,rcaly_1,rcaly_2,rcaly_3,rct91_al_s,rct91_al_1,rct91_al_2,rct91_al_3,rct91_of_s,rct91_of_1,rct91_of_2,rct91_of_3,rctty_s,rctty_1,rctty_2,rctty_3,rctly_s,rctly_1,rctly_2,rctly_3,era91al_s,era91al_wp,era91al_pp,era91al_sp,era91al_ip,era91al_rp,era91al_pd,era91al_sd,era91of_s,era91of_wp,era91of_pp,era91of_sp,era91of_ip,era91of_rp,era91of_pd,era91of_sd,eratyal_s,eratyal_wp,eratyal_pp,eratyal_sp,eratyal_ip,eratyal_rp,eratyal_pd,eratyal_sd,eralyal_s,eralyal_wp,eralyal_pp,eralyal_sp,eralyal_ip,eralyal_rp,eralyal_pd,eralyal_sd,era06al_s,era06al_wp,era06al_pp,era06al_sp,era06al_ip,era06al_rp,era06al_pd,era_apv,ert91al_s,ert91al_wp,ert91al_pp,ert91al_sp,ert91al_ip,ert91al_rp,ert91al_pd,ert91al_sd,ert91of_s,ert91of_wp,ert91of_pp,ert91of_sp,ert91of_ip,ert91of_rp,ert91of_pd,ert91of_sd,erttyal_s,erttyal_wp,erttyal_pp,erttyal_sp,erttyal_ip,erttyal_rp,erttyal_pd,erttyal_sd,ertlyal_s,ertlyal_wp,ertlyal_pp,ertlyal_sp,ertlyal_ip,ertlyal_rp,ertlyal_pd,ertlyal_sd,ert06al_s,ert06al_wp,ert06al_pp,ert06al_sp,ert06al_ip,ert06al_rp,ert06al_pd,btty_time,btty_trk,btty_size,btty_age,btty_race,btly_time,btly_trk,btly_size,btly_age,btly_race,bt91_time,bt91_trk,bt91_size,bt91_age,bt91_race,bttt_time,bttt_trk,bttt_size,bttt_age,bttt_race,cl_date,cl_recent,cl_clmpric,cl_clmfrom,cl_1offclw,cl_1offcls,cl_2offclw,cl_2offcls,cl_14_lo_w,cl_14_lo_s,cl_31_lo_w,cl_31_lo_s,me_lasixto,me_buteto,me_hopfree,morn_odds,power_symb,saddleclth,age,sex,color,power,breed_name,breed_locn,owner_name,owner_locn,claimprice,rank_power,rank_speed,rank_class,rank_pace,mudmark,daysago,era91na_pd,lastxraces,eralxal_pd,regno,btty_tmc,btly_tmc,bt91_tmc,bttt_tmc,horseratin,trainer,driver,sire,dam,ppdata,CPR_Composite,CPR_Color,CPR_Rank,CPR_Prob,Fair_Prob,Fair_Odds_Dec,Fair_Odds_Frac,ML_Prob,Overlay_Diff,Value_Flag,CPR_Delta,Tier,Chaos_Index,Chaos_Label
PURAMERI,3,3,8,4,0,0,25,25,-100,3,0,0,33,33,-100,28,7,4,7,18,-82,80,78,82,4.5,4.3,4.8,4.8,10,72,81,83,77,78,5,0,7,2,7,13,78.0,80.0,74.5,91.0,80.0,40.2,71.6,84.6,49.1,65.4,60.4,48.1,0.0,80.5,77.0,65.4,28.7,142,20,20,17,12,2,3,1,25,2,1,2,34,4,1,2,13,4,4,0,2,0,2,0,0,0,0,0,4,2,0,0,142,14,14,12,40,-11,377951,2662,12,17,25,8,50,-20,66997,5583,25,8,4,8,20,-80,18677,747,34,12,3,6,21,-34,40225,1183,6,0,0,17,17,-100,3662,1.2,13,31,31,0,62,29,31190,2399,2,0,100,0,100,-100,4875,2438,0,0,0,0,0,-999,0,0,4,50,0,0,50,178,11665,2916,6,33,0,0,33,85,12190,1:52.8,PCD,5/8,7,,1:52.8,PCD,5/8,6,,1:52.0,M,1,5,,1:52.0,M,1.0,5,,0,,0.0,,0,0,0,0,0,5,0,3,L,,,10/1,,White,7,m,b,74.3,"3 Brothers Stables,NY;Camelot Stable Inc,NJ",MA,"Marthe Drolet,Matamoras,PA",,0,6,2,2,1,H,10,377951,5,3662,0S6955,112.8,112.8,112.0,112.0,76.64,,,,,,63.4,🔴,10,0.0955,0.0955,10.47,9.47/1,0.09090909090909091,0.005,,4.4,B,1.36,Low
NITE TIME DEAL,4,4,8,0,0,0,0,0,-999,0,0,0,0,0,-999,11,0,9,0,9,-100,80,78,80,3.6,3.7,3.7,3.8,10,70,77,80,84,77,5,0,2,0,0,7,78.0,80.0,75.4,84.5,80.0,40.2,70.2,67.1,57.7,67.1,48.1,90.6,0.0,80.5,84.0,73.0,64.7,118,15,11,11,10,0,2,2,36,2,5,2,25,3,2,3,22,1,3,2,3,0,1,1,6,0,2,0,4,0,0,1,118,13,9,9,31,-34,197547,1674,10,0,20,20,40,-100,7580,758,36,6,14,6,25,-6,46615,1295,25,12,8,12,32,-52,32140,1286,6,0,0,0,0,-100,5650,1.6,22,5,14,9,28,-65,17995,818,3,0,33,33,66,-100,3630,1210,6,0,33,0,33,-100,5970,995,4,0,0,25,25,-100,2465,616,6,0,33,0,33,-100,5970,1:55.6,YR,1/2,6,,1:54.0,YR,1/2,5,,1:52.6,TGDN,5/8,4,,1:52.6,M,1.0,4,,20250813,,24.0,"Fanning,Thomas",0,1,0,1,0,2,0,0,L,,,10/1,,Green,6,m,b,73.2,"Winbak Farm,MD",MD,"William A Hartt,Carmel,ME;Triple D Stables Inc,Jamesburg,NJ",,0,7,2,2,5,,13,197547,5,4450,0T6640,115.6,114.0,112.6,112.6,78.21,,,,,,67.6,🔴,3,0.1019,0.1019,9.81,8.81/1,0.09090909090909091,0.011,,0.2,A,1.36,Low
TRICKY WICKY,5,5,8,12,17,17,8,42,-37,3,33,33,0,66,17,4,25,25,0,50,-12,76,78,81,5.0,5.0,4.5,4.1,10,75,77,84,77,78,5,0,15,3,16,26,78.0,76.0,74.2,88.4,80.0,93.9,77.4,40.2,76.5,68.7,58.2,76.7,78.5,80.5,77.0,70.2,69.9,27,5,2,4,1,0,0,0,19,1,2,3,8,4,0,1,4,1,1,0,0,0,0,0,4,1,1,0,0,0,0,0,27,19,7,15,41,0,59749,2213,1,0,0,0,0,-100,3996,3996,19,5,11,16,32,-81,23671,1246,8,50,0,13,63,191,36078,4510,6,17,17,0,34,-41,9138,1.6,4,25,25,0,50,-12,8598,2150,0,0,0,0,0,-999,0,0,4,25,25,0,50,-12,8598,2150,0,0,0,0,0,-999,0,0,4,25,25,0,50,-12,8598,1:54.0,M,1,3,,1:54.2,WBSB,7/8,2,,1:54.0,M,1,3,,1:54.0,M,1.0,3,,0,,0.0,,0,0,0,0,0,2,1,2,L,,,4/1,,Black,3,f,b,76.2,"David M Prushnok & John P Prushnok,PA",PA,"Dennis M Spinelli,Barnegat,NJ;Paul M Switzer,Howell,NJ;Christopher J Height,Brielle,NJ",,0,5,2,6,1,,6,59749,5,9138,5XM673,114.0,114.2,114.0,114.0,78.54,,,,,,67.7,🔴,2,0.102,0.102,9.8,8.8/1,0.2,-0.098,,0.1,A,1.36,Low
FOREVER A FLIRT,6,6,8,8,13,0,25,38,-19,0,0,0,0,0,-999,16,13,6,19,38,-67,76,77,79,6.1,6.2,6.1,3.7,10,67,73,82,87,77,5,0,3,0,0,9,77.0,76.0,72.9,95.1,80.0,40.2,86.6,85.7,61.0,73.0,75.7,61.5,54.9,80.5,87.0,67.1,52.6,49,18,5,6,9,4,0,2,26,5,1,5,14,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,37,10,12,59,-52,175238,3576,9,44,0,22,66,-50,17592,1955,26,19,4,19,42,-47,30796,1184,14,57,14,7,79,-100,84198,6014,6,17,17,50,84,-64,7890,0.9,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,1:54.0,PCD,5/8,4,,1:56.8,HSTNG,1/2,3,,1:54.0,PCD,5/8,4,,,,,0,,0,,0.0,,0,0,0,0,0,7,0,2,L,,,10/1,,Yellow,4,m,b,79.2,"Libby A Myers,MI",MI,"Clifford N Grundy,Boca Raton,FL",,0,2,6,6,5,H,10,175238,5,4390,9W2225,114.0,116.8,114.0,999.0,77.71,,,,,,66.7,🔴,6,0.1005,0.1005,9.95,8.95/1,0.09090909090909091,0.01,,1.1,A,1.36,Low
ANIMATION,7,7,8,20,10,5,30,45,-74,0,0,0,0,0,-999,0,0,0,0,0,-999,76,76,78,4.6,5.2,5.9,4.3,10,72,77,72,82,75,5,0,10,14,6,11,76.0,76.0,73.8,88.0,80.0,40.2,75.4,88.6,39.6,71.6,51.5,45.8,34.3,80.5,82.0,79.2,67.8,42,7,8,10,2,0,1,0,18,2,1,5,19,5,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,17,19,24,60,14,90005,2143,2,0,50,0,50,-100,3100,1550,18,11,6,28,44,85,34590,1922,19,26,37,16,79,-50,53615,2822,6,17,0,33,50,398,20660,2.2,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,1:53.2,DTN,5/8,4,,1:55.4,DTN,5/8,3,,1:53.2,DTN,5/8,4,,,,,0,,0,,0.0,,0,0,0,0,0,3,1,2,,,,6/1,,Pink,4,m,b,72.2,"Diamond Creek Farm LLC,PA",PA,"Evans Nation,Seaford,NY;Engblom Fm LLC,Wrightstown,NJ;Hickory Hollow Stbs,Spencerville,IN",,0,10,9,6,10,DS,23,90005,5,20000,4W4214,113.2,115.4,113.2,999.0,77.12,,,,,,65.9,🔴,8,0.0993,0.0993,10.07,9.07/1,0.14285714285714285,-0.044,,1.9,A,1.36,Low
ROMA AMOR,8,8,8,17,18,0,24,42,20,4,25,0,25,50,43,33,15,0,12,27,22,75,76,82,6.7,6.6,6.5,6.0,10,80,82,78,71,77,5,0,3,2,3,6,76.0,75.0,72.5,77.2,80.0,72.1,70.2,72.1,74.4,67.1,70.8,74.8,120.0,80.5,71.0,71.6,79.5,90,12,8,14,12,3,0,5,29,3,0,4,40,6,2,6,51,8,1,7,8,3,0,3,25,3,0,4,26,5,1,3,90,13,9,16,38,-11,87849,976,12,25,0,42,67,148,20270,1689,29,10,0,14,24,-29,24642,850,40,15,5,15,35,25,42781,1070,6,17,0,17,34,-4,6476,1.0,51,16,2,14,32,15,60981,1196,8,38,0,38,76,271,19190,2399,25,12,0,16,28,-18,24642,986,26,19,4,12,35,48,36339,1398,6,17,0,17,34,-4,6746,1:53.0,M,1,5,,1:51.8,M,1,4,,1:51.8,M,1,4,,1:51.8,M,1.0,4,,0,,0.0,,0,0,0,0,0,1,1,4,,,,9/2,,Gray,5,m,b,73.2,"Michael D Posner,NJ",NJ,"Michael D Posner,Jackson,NJ;Red Sky Stable,Farmingdale,NJ",,0,7,9,9,5,H,6,87849,5,6476,2V6958,113.0,111.8,111.8,111.8,78.27,,,,,,66.9,🔴,4,0.1008,0.1008,9.92,8.92/1,0.18181818181818182,-0.081,,0.9,A,1.36,Low
CHILLIN BYTHE POOL,9,9,8,25,16,8,4,28,96,4,50,0,0,50,330,39,13,3,13,29,29,78,78,80,5.4,5.3,5.1,4.7,10,79,78,79,77,78,5,0,3,0,3,8,78.0,78.0,73.8,81.3,80.0,88.6,68.7,71.1,61.8,61.6,82.1,58.2,3.1,80.5,77.0,68.7,86.5,125,15,7,13,17,3,1,2,36,5,1,4,30,0,4,5,22,7,0,0,4,2,0,0,8,3,0,0,2,0,0,0,125,12,6,10,28,14,165470,1324,17,18,6,12,36,223,27086,1593,36,14,3,11,28,39,46117,1281,30,0,13,17,30,-100,21976,733,6,0,17,0,17,-100,6900,1.2,22,32,0,0,32,152,39417,1792,4,50,0,0,50,48,9360,2340,8,38,0,0,38,453,18577,2322,2,0,0,0,0,-100,690,345,6,33,0,0,33,385,13117,1:51.6,M,1,6,,1:56.6,FHLD,1/2,5,Q,1:50.8,M,1,4,,1:50.8,M,1.0,4,,0,,0.0,,0,0,0,0,1,6,0,0,L,,,12/1,,Purple,6,m,b,76.4,"Hanover Shoe Farms Inc,PA",PA,"Fanning Racing LLC,Jackson,NJ",,0,4,2,4,1,,8,165470,5,6150,5T4628,111.6,116.6,110.8,110.8,77.66,,,,,,67.8,🔴,1,0.1022,0.1022,9.78,8.78/1,0.07692307692307693,0.025,,0.0,A,1.36,Low
RAZZIN JAZZ,10,10,8,0,0,0,0,0,-999,0,0,0,0,0,-999,7,14,0,0,14,65,81,77,83,6.7,6.5,7.0,7.2,10,74,78,79,77,76,5,0,7,5,5,13,77.0,81.0,72.3,78.8,80.0,40.2,76.4,40.2,57.7,68.7,59.3,65.7,120.0,80.5,77.0,79.2,54.9,50,9,5,7,5,0,0,1,16,2,3,2,25,5,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,18,10,14,42,-35,54857,1097,5,0,0,20,20,-100,2425,485,16,13,19,13,44,-16,15950,997,25,20,8,12,40,-46,26017,1041,6,17,0,0,17,93,8265,0.8,1,0,0,0,0,-100,315,315,0,0,0,0,0,-999,0,0,1,0,0,0,0,-100,315,315,0,0,0,0,0,-999,0,0,1,0,0,0,0,-100,315,1:54.0,YR,1/2,4,,1:52.0,GRVR,5/8,3,,1:52.0,GRVR,5/8,3,,,,,0,,0,,0.0,,0,0,0,0,1,7,0,2,,,,15/1,L,Blue-Red,4,m,b,72.7,"Steiner Stock Farm,OH",OH,"Gino Toscani,Mount Hope,ON, CA",,0,9,6,1,9,D,9,54855,5,1265,6WB254,114.0,112.0,112.0,999.0,78.53,,,,,,64.5,🔴,9,0.0972,0.0972,10.29,9.29/1,0.0625,0.035,VALUE,3.3,B,1.36,Low
MYSTIQUE GIRL,1,1,9,76,3,8,13,24,-52,24,0,4,4,8,-100,24,0,4,4,8,-100,67,59,65,3.8,3.9,4.3,5.7,10,70,65,55,48,59,5,0,14,10,13,19,59.0,67.0,61.0,66.1,80.0,46.6,44.2,40.2,65.7,49.9,81.2,86.5,120.0,80.5,48.0,49.9,37.7,73,1,8,11,7,0,0,1,22,0,0,1,30,1,6,6,22,0,0,1,1,0,0,0,22,0,0,1,0,0,0,0,73,1,11,15,27,-94,29930,410,7,0,0,14,14,-100,2144,306,22,0,0,5,5,-100,6720,305,30,3,20,20,43,-88,16030,534,6,0,0,0,0,-100,1760,0.9,22,0,0,5,5,-100,6720,305,1,0,0,0,0,-100,240,240,22,0,0,5,5,-100,6720,305,0,0,0,0,0,-999,0,0,6,0,0,0,0,-100,1760,,,,0,,2:02.4,FHLD,1/2,5,,2:02.4,FHLD,1/2,5,,,,,0,,0,,0.0,,0,0,0,0,0,0,0,7,L,,,6/1,,Red,6,m,b,60.8,"Larry N Auerbach,NJ",NJ,"Larry N Auerbach,Glen Rock,NJ",,0,9,9,6,8,,6,29930,5,1520,1T3926,999.0,122.4,122.4,999.0,60.34,,,,,,52.5,⚫,9,0.0944,0.0944,10.59,9.59/1,0.14285714285714285,-0.048,,9.1,C,2.95,Low
EXCITING TIMES A,2,2,9,24,4,8,13,25,-59,14,7,0,14,21,-31,28,14,4,14,32,-32,69,67,70,4.7,4.9,4.8,6.0,10,74,67,63,66,67,5,0,3,3,3,3,67.0,69.0,60.3,76.8,80.0,51.0,73.0,73.0,57.7,49.9,88.9,21.3,120.0,80.5,66.0,73.0,69.9,78,12,5,13,8,1,1,1,31,4,1,4,25,2,2,4,17,1,1,2,3,0,0,0,16,1,1,2,1,0,0,0,78,15,6,17,38,-53,73888,947,8,13,13,13,39,-62,9245,1156,31,13,3,13,29,-39,21955,708,25,8,8,16,32,-67,24625,985,6,0,0,17,17,-100,1320,1.0,17,6,6,12,24,-43,12965,763,3,0,0,0,0,-100,1725,575,16,6,6,13,25,-40,12710,794,1,0,0,0,0,-100,255,255,6,17,0,0,17,58,5120,1:53.6,RCR,5/8,6,,1:55.4,WDSTK,1/2,5,Q,1:53.6,RCR,5/8,6,,1:55.4,M,1.0,6,,0,,0.0,,0,0,0,0,0,1,1,4,L,,,8/1,,Blue,6,m,b,69.3,"Raboki Pty LTD,AS",AUS,"Spencer B Goldin,Roselle Park,NJ",,0,2,1,3,1,,6,61481,5,720,9TB160,113.6,115.4,113.6,115.4,69.08,,,,,,58.8,⚫,2,0.1058,0.1058,9.45,8.45/1,0.1111111111111111,-0.005,,2.8,A,2.95,Low
WIGGLING JENNA,3,3,9,14,7,14,0,21,-33,0,0,0,0,0,-999,25,4,4,20,28,28,67,62,65,4.5,4.9,5.5,6.1,10,63,72,57,55,61,5,0,5,4,6,6,62.0,67.0,60.1,74.5,80.0,40.2,70.2,69.2,57.7,63.5,60.4,68.8,50.3,80.5,55.0,55.0,46.9,156,21,18,20,18,2,2,2,23,1,1,5,30,3,4,3,21,0,2,2,1,0,0,0,15,0,1,2,6,0,1,0,156,13,12,13,38,23,123562,792,18,11,11,11,33,20,12807,712,23,4,4,22,30,39,10360,450,30,10,13,10,33,91,16974,566,6,0,0,17,17,-100,2080,0.8,21,0,10,10,20,-100,9443,450,1,0,0,0,0,-100,240,240,15,0,7,13,20,-100,6190,413,6,0,17,0,17,-100,3253,542,6,0,0,17,17,-100,2080,1:56.6,RCR,5/8,8,,1:56.8,OD,1/2,7,,1:53.4,SCD,5/8,4,,,,,0,,0,,0.0,,0,0,0,0,0,5,0,4,,,,20/1,,White,8,m,br,63.7,"John H Fitzgerald,OH",OH,"Janet M Burris,West Deptford,NJ",,0,5,6,6,7,,13,123562,5,1840,8R2844,116.6,116.8,113.4,999.0,59.97,,,,,,55.9,⚫,5,0.1005,0.1005,9.95,8.95/1,0.047619047619047616,0.053,VALUE,5.7,B,2.95,Low
LOVELY LADY MAY,4,4,9,0,0,0,0,0,-999,0,0,0,0,0,-999,19,0,5,26,31,-100,70,66,69,6.8,6.8,6.4,6.0,10,60,72,74,58,65,5,0,7,5,5,11,66.0,70.0,58.4,72.3,80.0,40.2,59.5,79.5,65.7,61.6,48.1,58.2,1.8,80.5,58.0,52.5,11.1,168,12,26,20,23,4,4,2,14,0,0,3,44,1,7,6,13,1,1,0,2,0,0,0,1,0,0,0,5,0,0,0,168,7,15,12,35,-50,112724,671,23,17,17,9,43,103,20642,897,14,0,0,21,21,-100,2867,205,44,2,16,14,32,-67,16416,373,6,0,0,0,0,-100,825,0.5,13,8,8,0,16,-49,8910,685,2,0,0,0,0,-100,480,240,1,0,0,0,0,-100,240,240,5,0,0,0,0,-100,1520,304,6,0,0,0,0,-100,1760,,,,0,,1:59.6,FHLD,1/2,6,,1:53.6,M,1,4,,1:53.6,M,1.0,4,,0,,0.0,,0,0,0,0,0,2,0,2,,,,15/1,,Green,7,m,b,62.8,"Freeman Jay Bontrager,IN",IN,"John Joseph Urbanski,Bridgeton,NJ",,0,6,2,2,2,,6,112724,5,825,6S7182,999.0,119.6,113.6,113.6,61.19,,,,,,54.9,⚫,6,0.0987,0.0987,10.13,9.13/1,0.0625,0.036,VALUE,6.7,B,2.95,Low
BULVILHIGHONMAGGIE,5,5,9,8,0,25,13,38,-100,0,0,0,0,0,-999,26,0,4,12,16,-100,66,62,66,5.1,4.8,4.0,4.4,10,49,62,73,67,62,5,0,7,0,10,12,62.0,66.0,60.4,75.7,80.0,40.2,41.2,63.9,39.6,67.1,58.2,74.8,0.0,80.5,67.0,55.0,19.3,36,0,4,4,6,0,1,0,26,0,1,3,10,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,11,11,22,-100,31375,872,6,0,17,0,17,-100,4425,738,26,0,4,12,15,-100,13675,526,10,0,30,10,40,-100,17700,1770,6,0,0,0,0,-100,970,1.4,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,,,,0,,2:00.2,M,1,2,Q,2:00.2,M,1,2,Q,2:00.2,M,1.0,2,Q,0,,0.0,,0,0,0,0,0,2,0,0,,,,8/1,,Black,3,f,b,61.3,"Crevani Farms,NY",NY,"Crevani Farms,Bullville,NY",,0,8,6,8,6,D,10,31375,5,970,0X3205,999.0,120.2,120.2,120.2,62.65,,,,,,54.2,⚫,7,0.0975,0.0975,10.26,9.26/1,0.1111111111111111,-0.014,,7.4,B,2.95,Low
BRIGHTEN YOUR LIFE,6,6,9,9,0,11,33,44,-100,3,0,33,33,66,-100,26,8,12,12,32,-56,69,66,68,5.0,5.3,5.3,4.9,10,63,66,69,65,65,5,0,12,4,15,17,66.0,69.0,59.8,78.5,80.0,78.7,77.4,90.6,63.3,59.5,75.7,87.3,120.0,80.5,65.0,70.2,45.8,189,35,36,26,38,10,11,2,21,2,2,2,34,6,4,4,20,2,1,2,1,1,0,0,17,2,1,2,1,0,0,0,189,19,19,14,51,0,203047,1074,38,26,29,5,60,55,48953,1288,21,10,10,10,29,-45,15363,732,34,18,12,12,41,-19,21745,640,6,0,33,17,50,-100,3965,0.9,20,10,5,10,25,-42,14480,724,1,100,0,0,100,350,3760,3760,17,12,6,12,30,-33,13790,811,1,0,0,0,0,-100,240,240,6,0,17,17,34,-100,3440,1:55.8,M,1,12,,1:57.2,FHLD,1/2,11,,1:53.2,CALX,1,7,,1:55.8,M,1.0,12,,20181013,,5.775,"Giesbrecht,Philip",0,2,0,2,0,4,0,2,L,,,7/2,,Yellow,12,m,br,69.6,"Winbak Farm,MD",PA,"Tyler Gunderson,Belmar,NJ;Jenna Cornelison,Belmar,NJ",,0,1,2,3,2,DH,6,203041,5,3745,1L5947,115.8,117.2,113.2,115.8,66.12,,,,,,61.6,🔴,1,0.1108,0.1108,9.03,8/1,0.2222222222222222,-0.111,,0.0,A,2.95,Low
BLUE JEAN BABY,7,7,9,4,0,0,25,25,-100,1,0,0,100,100,-100,3,33,33,33,100,-56,57,59,65,2.8,3.0,2.7,2.2,10,69,58,46,63,59,5,0,4,7,5,2,59.0,57.0,62.2,69.4,80.0,40.2,70.2,40.2,59.4,68.7,51.5,65.7,36.6,80.5,63.0,59.5,76.7,23,3,6,4,1,0,0,0,22,3,6,4,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,23,13,26,17,57,-70,12321,536,1,0,0,0,0,-100,0,0,22,14,27,18,59,-68,12321,560,1,0,0,0,0,-100,0,0,6,17,17,33,67,-78,5142,0.4,1,0,0,100,100,-100,800,800,0,0,0,0,0,-999,0,0,1,0,0,100,100,-100,800,800,0,0,0,0,0,-999,0,0,1,0,0,100,100,-100,800,1:58.8,TRURO,1/2,3,,,,,0,,1:58.8,TRURO,1/2,3,,,,,0,,0,,0.0,,0,0,0,0,1,5,0,0,,,,3/1,,Pink,3,f,b,60.5,"J Gregory Mackenzie & Megan E Baird,NS, CA",NS,"K Rea,Monticello,NY;J Stubits,Wht. Sulphur Sprgs,NY;G R Fielding,Monticello,NY",,0,10,9,10,8,S,6,12320,5,4413,3XP549,118.8,999.0,118.8,999.0,58.54,,,,,,56.2,⚫,4,0.1011,0.1011,9.89,8.89/1,0.25,-0.149,,5.4,B,2.95,Low
CUTTING HUMOR,8,8,9,6,0,0,17,17,-100,6,0,0,17,17,-100,29,0,7,10,17,-100,68,60,61,8.4,8.1,7.6,6.0,10,69,70,57,44,59,5,0,9,2,9,16,60.0,68.0,57.0,69.3,80.0,40.2,63.5,71.1,67.2,63.5,70.8,75.7,29.8,80.5,44.0,41.2,0.0,117,10,12,12,21,3,2,4,24,0,0,3,43,5,6,4,28,0,1,3,2,0,0,0,22,0,0,3,4,0,1,0,117,9,10,10,29,-56,61859,529,21,14,10,19,43,-45,15824,754,24,0,0,13,13,-100,7300,304,43,12,14,9,35,-63,24534,571,6,0,0,17,17,-100,1680,0.9,28,0,4,11,15,-100,9531,340,2,0,0,0,0,-100,480,240,22,0,0,14,14,-100,6975,317,4,0,25,0,25,-100,2556,639,6,0,0,17,17,-100,1920,,,,0,,1:58.8,FHLD,1/2,5,,1:58.2,FHLD,1/2,4,,,,,0,,0,,0.0,,0,0,0,0,0,4,0,1,L,,,15/1,,Gray,6,m,b,62.6,"Winbak Farm,MD",MD,"Leo T Iordan,Millstone Twp,NJ",,0,7,8,5,8,,6,61859,5,1680,2T6026,999.0,118.8,118.2,999.0,60.17,,,,,,51.4,⚫,10,0.0924,0.0924,10.82,9.82/1,0.0625,0.03,,10.2,C,2.95,Low
BUILDMEUPBUTTERCUP,9,9,9,0,0,0,0,0,-999,0,0,0,0,0,-999,11,18,36,0,54,-64,62,64,65,3.4,3.3,3.0,3.3,10,71,55,71,57,63,5,0,8,2,12,12,64.0,62.0,61.8,74.9,80.0,40.2,70.2,40.2,57.7,78.4,82.1,68.8,117.7,80.5,57.0,49.9,1.8,24,3,4,2,1,0,0,0,21,3,4,1,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,13,17,8,38,-67,19605,817,1,0,0,0,0,-100,640,640,21,14,19,5,38,-62,16685,795,3,0,0,33,33,-100,2920,973,6,17,17,0,34,-65,4710,0.7,1,0,0,0,0,-100,560,560,0,0,0,0,0,-999,0,0,1,0,0,0,0,-100,560,560,0,0,0,0,0,-999,0,0,1,0,0,0,0,-100,560,1:59.2,MR,1/2,3,,1:58.2,WBSB,7/8,2,Q,1:58.2,WBSB,7/8,2,Q,,,,0,,0,,0.0,,0,0,0,0,0,4,0,0,,,,5/1,,Purple,3,f,b,66.3,"Millar Farms,ON, CA",ON,"Phyllis A & Mark S Liebowitz,Kiamesha Lake,NY",,0,3,5,9,5,S,6,19605,5,4435,9XN342,119.2,118.2,118.2,999.0,63.85,,,,,,53.0,⚫,8,0.0953,0.0953,10.49,9.49/1,0.16666666666666666,-0.071,,8.6,C,2.95,Low
HARMONY OF NOTES,10,10,9,42,12,12,5,29,119,4,0,0,25,25,-100,26,8,0,4,12,51,72,65,69,8.7,8.3,8.1,8.6,10,70,66,70,55,65,5,0,10,4,15,13,65.0,72.0,56.7,80.8,80.0,40.2,70.2,86.7,49.1,68.7,59.3,76.7,1.8,80.5,55.0,55.0,51.5,109,14,14,10,13,2,4,0,26,2,0,1,5,0,1,1,13,1,1,2,2,0,1,0,8,0,0,1,1,0,0,0,109,13,13,9,35,-16,139029,1275,13,15,31,0,46,-55,19494,1500,26,8,0,4,12,51,8775,338,5,0,20,20,40,-100,5850,1170,6,0,0,0,0,-100,480,0.9,13,8,8,15,31,-77,11925,917,2,0,50,0,50,-100,2490,1245,8,0,0,13,13,-100,3375,422,1,0,0,0,0,-100,0,0,6,0,0,17,17,-100,2575,1:55.8,TGDN,5/8,6,,,,,0,,1:51.4,M,1,4,,1:51.4,M,1.0,4,,0,,0.0,,0,0,0,0,0,6,0,0,L,,,6/1,L,Blue-Red,6,m,b,66.3,"R Kevin Greenfield & Michael R Creps,OH",OH,"Boss Racing Usa,Elburn,IL",,0,3,4,1,2,DH,10,139029,5,480,7T9839,115.8,999.0,111.4,111.4,65.46,,,,,,57.5,⚫,3,0.1034,0.1034,9.67,8.67/1,0.14285714285714285,-0.039,,4.1,B,2.95,Low
